W,H,S,E,Z,
7.1283111,8.6765082,6.4079160,7.7773023,76.4724409,
0.6981574,8.2525105,8.0398442,8.8999938,135.2442179,
7.8968506,6.4518475,5.2425838,4.6760130,87.5374169,
6.3582252,0.8703373,7.5167245,7.8764716,128.2632422,
5.7334506,0.6248845,4.6722029,2.2703821,137.3180140,
1.3755483,9.4515191,4.4301770,5.6058672,120.6296893,
8.1465505,4.8116746,9.2927183,9.0750722,89.0921035,
8.4099829,0.5917814,7.6677599,9.5486776,150.1485913,
1.7883722,8.7154495,2.7495388,7.8880188,84.3615211,
8.0263583,6.7852055,8.6576293,8.3446162,83.9170681,
9.6831706,8.4766362,8.9824457,2.5960545,119.8854606,
0.1011520,2.4390991,6.3804406,1.6359164,352.4363265,
3.9428597,7.7327228,4.4134285,2.1622285,129.5287865,
6.8765792,2.8202221,6.0614820,9.6297873,84.3743488,
5.7110051,6.9740329,9.1101827,4.9577364,113.3987598,
3.7851109,3.2176624,0.5510976,3.7569544,56.6307560,
5.7583126,3.2495878,1.1615872,7.8237085,48.4040794,
8.0527819,1.8295035,9.4147189,1.0632263,161.4799425,
1.1933015,2.7706840,1.8355778,4.5357273,109.2964583,
9.8485846,2.9693449,9.7881198,5.6847827,112.7388050,
6.0563161,2.1596737,8.0103027,2.4828661,149.1155775,
1.3888610,5.0748810,7.5678369,6.1760197,140.3472314,
9.9451396,4.4898104,1.7387931,7.5365074,48.1602792,
9.5730202,8.8474226,2.5689783,2.1635474,82.8137789,
2.1844259,4.9235691,5.6644486,8.0038644,103.6261476,
0.2404686,4.6659711,6.8963603,8.9710076,163.2153862,
6.2163691,4.7913130,9.8592894,9.6953451,94.4074570,
0.6135835,3.2748825,4.0386357,3.7389973,174.6111793,
1.4193219,1.0675056,0.3696424,6.3219841,55.9089199,
7.5776840,5.9788273,7.0379989,9.2490183,76.5988275,
6.5814843,6.8383385,7.8070200,6.8085592,91.5802793,
2.9725596,3.1445647,0.7852110,6.9751084,52.5890153,
6.0884056,0.4598749,0.8706210,5.8058221,64.2499722,
0.3712728,6.3500000,2.0000000,2.9736776,175.1965690,
6.8129590,0.9957407,9.7910279,6.2327307,143.9515036,
5.8932385,9.2977583,7.2082924,7.9770703,82.4453484,
6.0179150,0.5223096,1.2789836,7.9684553,67.2209723,
4.8253433,7.6680407,9.9140484,3.9103603,131.4740519,
4.5850993,6.7195615,9.9997270,6.8324131,109.8726008,
4.8172905,2.7271458,0.8385483,9.4405254,42.4974132,
9.6761562,9.0694335,0.5240493,9.4299939,29.3275328,
7.3328821,5.6569269,9.5779174,3.7891432,122.5437503,
8.8331745,2.1359582,8.6262652,1.6696986,145.8685306,
6.8907378,6.0225737,3.5739132,8.8139391,61.3180812,
8.7649958,5.5934686,6.5304580,4.7973094,93.5601479,
6.1970187,5.3831281,7.2582045,6.8864805,93.2452257,
2.5848835,8.7054703,6.9952057,8.1536192,100.5819855,
3.5765666,4.4060373,8.5836150,3.5584266,147.5212397,
5.2389651,5.2913522,5.6898483,3.0458271,119.1951798,
1.6462276,8.8776462,7.8736726,3.0996274,171.1987487,
4.8330761,1.5579315,6.4374075,4.4811616,133.5998945,
8.1422213,4.8301969,3.6984870,9.1671423,60.5614736,
4.8911076,0.9469318,0.1484334,3.0949987,43.7113409,
6.4808171,3.1730216,0.9993867,5.1477504,53.2451488,
3.5121075,6.0613094,6.8110524,8.5193734,93.8657371,
8.7190258,9.3124541,6.4370500,1.3946987,130.2742595,
1.3316010,7.3719414,7.7832986,1.2400686,238.7896462,
8.3621215,2.6532638,8.6716168,4.8768539,118.6322022,
0.3053756,4.4864806,4.3189604,3.7199269,201.8267078,
1.2822091,8.7784951,1.9151933,5.7526547,95.4165566,
1.9516173,6.8583471,1.0269063,8.6480002,57.7486179,
7.2272743,5.0771772,5.7559405,7.0005025,82.1837630,
1.4994384,8.9959953,7.0802747,2.6611694,179.4206714,
6.8954462,3.2110484,2.7839407,3.1008961,89.0359835,
2.4532686,6.3130196,7.4220556,2.8318544,160.5428935,
6.8388887,0.5857967,7.3304689,7.8103204,157.8987036,
9.2332824,9.0847866,4.8801143,8.5647750,61.6912136,
2.8216854,0.5820634,6.3780696,5.1484126,168.8242096,
3.3899132,9.8631117,4.5961906,7.8049991,82.7099318,
1.7732825,6.3500000,2.0000000,9.6702529,70.3416346,
5.5777621,5.0134439,7.4045551,7.6752672,93.4064891,
2.6852742,3.1093143,3.4604230,6.3656037,95.6545702,
2.2547323,4.7029813,9.6400358,7.8544562,126.4491988,
7.8143738,5.2321199,4.7723364,8.3293653,69.4566026,
4.4140577,2.6727097,9.5545269,1.9328987,177.2388644,
9.6812769,3.4395779,8.0387071,6.2050872,98.8582097,
0.1754319,5.2498994,5.0802452,3.4669877,235.8229622,
4.0404658,4.5500045,7.7367634,1.9386564,163.5993592,
4.3332868,9.1475476,6.1231825,1.1032921,167.9160748,
6.9744740,5.6692739,9.3590541,6.0512906,104.5900236,
5.6124339,4.9693501,0.3482047,7.1878402,34.2542831,
4.8432226,6.6422840,7.5757796,1.1406286,172.3746884,
2.3150061,2.7724657,1.5901113,2.1715367,111.8987162,
5.7889160,4.4843635,9.0871603,2.1167989,153.7237446,
4.6063087,0.6165966,7.6428333,4.8259673,180.1377840,
8.4353110,0.3280590,3.6456393,9.2287250,99.2795253,
4.3207440,9.5215876,9.6134256,5.2036295,117.6110260,
2.5037851,5.5248948,5.9298599,3.4002923,140.8894683,
2.4029529,9.9417658,3.2739285,1.5054435,152.2137479,
1.7904322,6.3500000,2.0000000,3.1991260,111.2697462,
1.7697800,6.6892915,8.2873347,2.5356819,185.4262387,
8.3793959,8.4726291,8.6404588,5.4197057,95.2797768,
4.6255827,4.8079268,7.5200013,4.8188123,117.9079279,
3.4463679,4.6445340,2.4747768,1.2580330,131.9199765,
9.2783733,2.9102974,6.0634088,7.2718863,86.8195321,
3.4409221,5.3076560,8.9302497,9.3686822,102.3488677,
9.4124739,5.4404884,8.5861105,6.8884924,90.4490329,
1.7262113,7.7326410,9.7119362,4.0002660,164.8472556,
5.8393537,6.3500000,2.0000000,1.9031133,92.7687092,
5.0696760,2.1025895,9.5680359,1.7107461,176.3650755,
6.4433465,7.6717354,9.3650298,9.8861917,83.2018460,
7.1189301,1.9237940,2.1896280,5.2876311,72.9263312,
2.0395237,0.5292770,8.3378180,1.1151440,230.3655538,
2.8454856,6.3500000,2.0000000,1.5072852,124.0936872,
8.9960814,2.0107828,6.3108199,1.4798816,132.8113642,
4.2640703,0.7356788,9.6215140,9.7375320,196.7434754,
0.1045672,4.6753315,3.6316770,2.3506854,278.0453472,
4.0273429,2.9843046,8.7518242,8.7573068,113.3334168,
2.4390303,5.5325189,9.4612364,1.5113991,208.2952536,
9.8309791,0.3081638,2.7088628,7.7837260,87.6890752,
8.4643360,5.3726483,7.5546353,3.6876360,109.6291449,
2.8549576,7.6340267,3.5775282,8.5269882,77.8079323,
5.3112355,3.6960051,6.2656175,8.6520942,88.9993601,
7.0669934,6.3500000,2.0000000,6.0973907,57.6061150,
8.8945484,7.9233015,1.0433851,2.2771726,63.4417284,
4.7701441,1.9120966,8.8519620,6.4579037,133.6776004,
1.2172833,9.4618566,4.1319636,8.4232745,102.3456400,
5.5032401,1.6066611,3.7154363,1.1949510,133.7741265,
9.5311266,6.8448579,3.4435439,9.2994263,53.6922651,
3.2641267,7.8324244,5.2805542,5.2406528,104.7461121,
9.6244056,8.2039774,8.5951798,4.3438532,100.0378407,
3.9721622,7.4978278,8.0955919,7.3614254,100.5770201,
1.4709159,2.6640536,7.2921142,9.3664784,127.9115341,
8.3808003,8.6775901,7.9552893,6.7689812,84.2970621,
3.5631847,8.0176430,9.6969609,6.2777976,116.6164732,
8.2629603,8.3489024,3.1244140,5.5521808,65.5251365,
8.0278382,8.0453432,9.2699376,1.7118151,143.7719194,
7.2985756,5.2566362,7.7878210,8.1682633,86.7393306,
4.4442241,8.2682793,7.5752894,9.3215382,85.4124049,
4.2075502,2.1474874,1.9788717,8.0468983,66.4218798,
7.2383501,7.4338848,3.6470372,6.0111948,70.0758641,
7.7053733,3.5702372,5.4173268,1.4057984,130.9680021,
6.6743199,9.9001320,6.3526757,4.5749769,95.1945306,
8.7916505,2.6866852,8.5787200,3.0242266,130.3810325,
2.8246215,3.6604423,5.4532470,5.0407047,120.0508694,
3.4081425,0.5395476,2.8870461,7.7276128,108.9825668,
8.5672861,6.1902334,9.5783230,7.5942934,90.9498157,
5.4465285,1.7990530,6.0975452,2.9641805,136.6555399,
4.1504694,6.4774810,4.8425474,1.0582706,160.0685628,
3.0798584,5.0585431,6.6651580,6.8909839,107.4455140,
7.8772877,8.3219595,6.8416586,8.1406267,75.2944094,
4.7722813,0.8639562,8.4112696,2.3331851,173.2733157,
5.4374045,5.7285315,2.8658014,6.8140373,67.4570729,
9.1190287,9.4259642,7.5879344,7.2800943,77.8380720,
3.4647428,8.6280626,3.8902838,3.9987219,103.2674696,
9.8344019,6.5874180,2.1397753,2.2395070,77.6244463,
2.7627430,7.0099921,9.3778576,9.3634383,104.9926545,
9.5958756,8.6997304,5.0461206,2.3383982,101.2195187,
7.9078222,4.7327733,6.4408292,3.7446239,106.1348833,
2.6158163,0.5717842,7.7994994,1.5488518,212.2944610,
2.9167831,7.1181141,4.2195786,7.4450637,87.0146454,
5.8947257,5.4248937,6.3169957,2.3769077,128.9570494,
7.4656402,2.9494720,3.3908453,4.6377606,83.6304155,
1.1528138,6.3500000,2.0000000,6.4664239,95.2191671,
4.1514694,6.1713152,6.9595391,8.9354209,88.8375781,
6.2245968,2.4245009,8.3902261,9.9109837,102.0827446,
7.1550877,0.4864314,5.8375134,2.9411871,144.9867078,
8.4403550,5.7900187,9.2561465,9.2802679,84.1648762,
9.2946384,3.9224906,9.7161657,3.1504687,127.9485929,
5.3696415,9.1812892,5.8914109,4.5868961,98.9432335,
4.2607028,6.1724176,4.1371883,7.2656178,79.5600310,
6.2102988,7.5903434,6.7965388,3.4183743,113.0928751,
2.4048090,4.5612666,5.3026647,4.5957456,124.7419501,
1.3817764,4.6048019,2.9195342,2.7495608,143.5137061,
2.2983811,0.3778638,2.3681430,4.0992893,134.2923355,
9.6693523,3.7942834,5.6865011,1.0872868,129.1460239,
9.1649142,2.9185995,0.5615953,3.8865612,46.7554423,
2.6277960,3.3306832,3.3612450,3.4374287,118.8946860,
0.8558217,7.8651566,0.7936034,8.0601888,70.9512996,
6.4930262,4.3572961,6.5742541,6.3181258,94.9132885,
9.0908243,5.8337865,3.2397384,8.0258718,57.7043836,
0.3789099,1.2768864,6.7807913,8.9570988,186.3897436,
4.4704949,4.1638596,6.5533628,7.1624294,99.2895383,
0.0898445,0.7239753,8.9191188,7.0923937,420.0277834,
5.4256352,3.1486641,9.4400584,8.1750058,111.5562566,
5.6121196,5.6328658,9.9844743,4.1477823,129.1080888,
8.7137457,6.3500000,2.0000000,6.0592030,54.7613947,
9.6653236,3.1803464,6.1988758,9.2404450,78.2980156,
2.4046799,8.5818317,5.1683828,7.0052948,99.5357976,
6.4042300,4.0780060,6.6503295,6.9104660,93.6202593,
3.0761075,9.7005002,4.0241302,6.2051521,89.9782321,
3.5588718,6.2651814,5.1204294,8.3688989,84.6975031,
0.1448349,1.6265560,0.2258983,4.5391183,105.9340507,
2.5744034,4.5411037,0.3048344,8.4441381,37.1764248,
9.2910660,4.6250792,9.8396264,4.6540271,112.8306726,
2.0941036,4.1800686,3.2950394,6.9198961,93.7005846,
4.6577217,7.7124699,4.3891872,4.2615984,96.8097570,
2.6947897,8.8038515,2.8975671,4.9203978,92.9709913,
0.3579416,0.8228000,1.4827694,1.2974344,219.1166518,
0.0783844,4.8583606,5.8014569,9.3888143,182.0487569,
2.9581427,4.8292000,2.8961017,9.1704346,71.4131218,
6.8691928,9.8473367,8.0340919,7.1584470,85.7495579,
8.7878266,0.8721159,6.7461270,7.5586159,113.8748023,
1.8797283,6.9503949,8.4795805,7.8932001,119.1385773,
4.6457135,4.6452751,0.4707764,8.7515269,35.6544724,
6.4350117,3.2302490,1.9689008,8.5371034,55.0397143,
8.8340165,8.9562586,1.7967725,7.8298292,46.1210076,
1.5111417,6.3500000,2.0000000,8.0366410,80.0824165,
3.8167527,2.1177105,4.0049910,6.4618871,98.8550312,
1.8151018,3.7263813,8.4648624,4.1348916,166.0979795,
0.1814865,2.4567951,8.1785053,6.0913686,225.8456711,
7.4806712,1.1445693,8.2581461,3.3646955,143.0753056,
3.3700315,1.6000290,2.8817723,4.7456323,103.6835837,
1.8086838,3.8899818,6.1238868,7.0599590,120.7031944,
2.8462162,9.0304992,3.1149866,4.5163774,96.8877734,
0.1593487,0.7099796,1.9617849,1.8844349,258.7412566,
1.2360152,9.4297180,3.8115085,5.2226327,122.4983337,
2.4627448,1.8744682,7.7246825,4.2863348,164.6960638,
9.3334215,2.0230593,8.8988094,1.7538298,144.4781702,
5.0922711,4.2535132,0.9827831,7.2277247,47.5280114,
3.1349410,9.7771650,6.5764803,7.6620621,95.7097514,
0.2003421,6.6787432,1.6409325,3.7550404,175.9160915,
4.8799147,7.5438936,8.3941614,3.6318603,127.1899433,
2.8814524,6.3500000,2.0000000,8.4640620,64.5862296,
1.9439611,1.4083534,0.5496976,5.4069292,61.5048312,
4.2257094,4.7513979,6.1684176,9.5077143,85.5233890,
3.0704318,5.5007752,3.6405908,6.8559977,85.9848980,
7.2598905,6.9384121,5.3419679,9.4267538,67.2501708,
5.1439081,6.1948957,5.8776811,8.6846062,79.9651383,
4.9332392,5.0786415,1.3171529,5.4316421,58.7074557,
0.3756007,6.5812606,8.1077022,1.2086495,314.5781648,
2.9058976,7.5674273,0.3875488,7.3227027,40.7530540,
3.4174174,7.5067955,7.3070761,5.6197620,112.5463431,
3.2244576,6.4050327,1.7921944,1.6024474,113.1126283,
0.7664293,1.6290826,1.9191625,4.2033864,133.1886438,
9.6181011,7.6006154,8.5236191,6.8982593,84.6565710,
9.6392930,0.6338035,3.3457212,7.5429678,87.3129067,
2.1581437,5.3418369,4.8657310,6.4564078,107.1282818,
5.8281337,6.6638509,4.4179471,8.3264687,70.1976027,
1.3013124,3.3891117,4.9755756,7.6466845,118.8545613,
2.2186512,6.6088662,9.6000789,9.8546466,109.4625426,
2.5947783,5.5046803,7.4728602,1.8688665,181.4694813,
9.0053234,6.1596277,1.7855054,3.0436364,68.0874124,
3.0550196,9.3003528,5.6169877,2.5310837,141.9847360,
8.1269772,4.2886954,9.9073713,7.7264984,99.7528811,
9.5512492,9.8701791,2.4738560,8.1609732,48.9330805,
3.3073690,8.2037823,4.7576020,8.5592434,81.6557502,
2.5579099,2.5433226,9.7765447,2.8587541,188.8253224,
7.0489998,3.3289652,0.4086538,8.5397317,32.5797133,
1.9866018,6.0502418,6.2302098,4.0133367,141.7768980,
7.8947333,8.4892845,6.6530678,5.0323995,90.2932766,
5.0891929,4.5549380,0.5397499,2.8254813,57.2420196,
0.2091716,2.5275493,3.1653910,5.3255501,179.7338709,
7.4012124,8.0133665,9.4596463,9.6245636,81.2133460,
1.2995030,4.9615664,7.8572067,5.1316193,155.3633605,
0.9165277,0.3133274,1.7526661,8.5810474,128.6373964,
2.7237736,2.6488847,2.4689228,3.4548661,107.4205421,
0.7536892,4.5645519,8.4528401,4.7253466,184.1984067,
5.8450616,1.2524472,3.0353512,8.6008831,80.3174649,
6.1441099,9.8474337,2.9352411,4.8341003,73.1727038,
4.4704011,5.7006744,6.6808680,7.6236555,92.8558546,
4.2781607,7.2884218,6.7300269,5.4513191,104.8216459,
5.9251695,5.3822638,2.8542447,1.9247057,104.1331154,
1.7943921,4.5879635,9.1226801,8.4477660,126.4966986,
9.7919003,4.2849137,1.6425047,5.1644507,55.3383160,
6.7200217,7.9203611,4.7043853,1.9033413,117.3202813,
0.9021751,9.5618745,9.8045973,9.5135036,130.2308352,
0.4440414,9.5512065,1.8663217,2.7973969,168.4009851,
8.4997597,9.5148531,8.5791901,5.4305224,93.3111247,
3.2711558,4.5710883,3.9779052,1.2114675,157.3835932,
5.0747346,0.9000889,2.4599412,4.7397967,95.9768879,
5.1014967,4.1112356,5.6182766,9.4147002,81.2262590,
7.3604355,1.0425685,4.9058896,9.4773232,94.9004987,
6.4133853,2.7760168,4.1591345,2.7222710,110.7374931,
3.7700081,6.3500000,2.0000000,8.2192569,60.4259103,
1.2485923,6.3500000,2.0000000,2.4012792,137.3326973,
9.4466346,0.3813499,7.2382812,6.5182032,142.1467858,
3.6963546,9.6985861,6.0502928,3.5388650,122.0267944,
7.8581987,8.4169947,6.2032117,5.6490933,84.2668318,
9.8950595,0.3557810,0.7420769,4.7582747,58.9535813,
6.9617292,8.9641962,3.2397762,5.4202681,69.9630578,
0.9697026,2.6264236,3.2850180,2.4286269,174.0882076,
2.1464264,6.7423070,2.5199323,1.5766796,143.7023544,
1.7328097,2.1789747,3.7230206,8.5690066,102.1437858,
6.0000000,3.1938296,2.0000000,3.4645169,79.1494414,
0.9019655,3.7988398,5.3326224,6.6056088,138.0182441,
0.6109105,5.8418974,1.4200032,8.1648604,93.0054500,
4.0995120,8.8165171,2.0042424,1.9215717,102.5192552,
7.2974734,5.0612952,6.2336426,9.2105182,75.8889438,
8.2062256,1.8783982,3.7887136,9.7051456,72.1605104,
6.8398856,7.1672027,2.2428424,9.9526673,48.4865733,
3.5671276,5.7937129,9.9086930,2.0208563,178.2404005,
0.2529105,8.1217114,7.9360246,5.3673474,201.2352176,
3.8523718,8.8511783,4.1436780,3.3765532,108.9171874,
2.6942157,0.4067279,3.0223897,8.6332622,120.6722166,
3.9524620,8.6512316,1.2066334,1.0525998,104.7360262,
6.4649530,9.9064076,3.4865231,1.3685588,117.4934189,
1.7615820,4.7045228,1.0890799,5.5756220,73.9843071,
5.2798260,1.1194025,6.8299649,8.3739942,121.0704642,
9.3648145,3.9850765,4.6233290,3.4798196,93.5846110,
6.1507543,8.8360683,2.2145887,9.9608668,49.0550300,
6.7720879,5.6248306,8.0501437,8.3364449,87.6121824,
4.1447054,9.5759719,9.4686832,8.1689069,98.0534195,
8.4051785,7.3533182,2.9153933,4.1960814,71.7640310,
9.3750320,6.1396077,0.4323205,9.6001988,28.4801933,
8.9277691,1.6782016,9.0600240,5.5692073,123.5548460,
8.7391609,4.0277407,1.8243428,5.7805124,56.7338621,
9.0946664,4.8924654,1.8976519,4.0892461,63.5057623,
1.2374681,2.9377503,0.5904786,2.7214099,90.1481069,
8.2984641,7.8883798,8.4537449,1.5732360,141.1171880,
4.6934029,6.3772841,7.8100252,9.5790770,87.1049212,
3.3600754,6.1513506,4.9080466,9.7163476,79.4859227,
6.0042111,8.0355757,3.0195731,8.5891477,58.9632037,
4.1768912,4.9054497,3.9316178,7.8606679,77.7521712,
8.7032346,9.4032896,5.4277424,9.3544803,62.4813507,
7.4179569,2.6054666,4.1283090,2.0233893,114.1804285,
7.3608341,6.2020984,3.2224459,9.2816612,56.5582849,
3.8999107,2.2718418,7.3797118,8.8805233,112.1888636,
8.5735248,8.2056388,1.4658105,1.9258402,74.5809872,
6.7314090,6.8172672,0.5194966,1.4307174,65.1203479,
5.3197713,6.5465686,7.0251384,9.0095141,82.9750108,
3.9689815,4.4770001,3.9960697,1.0363886,153.7299376,
3.0524684,3.6490410,1.4407277,8.3489075,58.8388623,
2.5374711,1.6388955,2.1501257,8.0696133,80.8255894,
0.0221538,3.7550117,0.9907954,2.1180622,296.0946092,
6.3462608,3.8047304,6.7872667,8.8682618,87.1691180,
1.4220335,1.1237089,0.4221889,3.2010386,75.5551361,
5.0391851,5.9311665,4.1927577,7.6908538,74.9277569,
5.6250514,4.4471255,6.4969429,5.1023536,105.3219655,
5.8741006,6.3831804,6.1425113,3.1648053,115.3801613,
4.4572998,8.9409826,6.3317971,3.6656680,116.5278678,
5.9472620,1.5721595,2.6504708,8.4413857,72.4700755,
7.1433786,5.6875270,3.4263737,3.3138618,88.1947826,
8.3730370,7.8004530,2.2016135,8.4105153,48.8919015,
2.8857212,4.5909863,5.2834305,9.3204128,89.3543582,
9.0350829,2.8881911,6.5779749,5.2243798,100.6095560,
4.1041719,3.6266112,5.0299337,2.4470892,134.4830268,
8.2968568,7.5514438,5.9286229,6.8648072,76.4623466,
0.3658438,1.3786645,1.1501808,6.1794762,117.6368125,
3.4965082,6.0948207,4.6902428,8.6820135,81.3750204,
8.5805744,4.5061370,5.3797857,7.1536194,77.7571916,
4.3658116,8.1513757,3.8196413,9.1744114,67.9924787,
5.6226073,6.7547231,2.4119083,2.2940727,93.8955664,
6.1627725,4.9785190,4.5832353,4.6236017,91.8511250,
4.3867447,7.9206074,3.0728583,2.0362054,113.5081451,
3.2808493,5.9600974,3.3899646,2.8391660,115.4652906,
5.3280990,1.2589018,7.9268356,8.4805617,125.3750315,
0.8958988,1.6702742,2.5066099,3.5781865,148.3221608,
4.0439681,6.3074299,9.0001334,3.4221123,141.8216935,
3.9969097,6.0528701,3.8486022,4.2674573,98.0326884,
2.8112473,8.1435270,3.7288953,9.1971813,76.3882146,
7.7457230,4.5654865,2.6782126,9.0404263,54.9187680,
9.3473862,8.4027413,2.9028479,6.9750909,56.2140722,
1.1524676,9.4927624,4.0902024,8.7790397,101.5875139,
0.2229812,4.0303343,0.8620158,1.3882653,207.4890593,
2.6381612,1.5357591,1.2356863,1.6813822,108.9476135,
4.6849631,0.9349291,4.4391030,8.9468116,104.9738334,
1.3344325,6.7228261,8.4330369,2.5436711,198.3307743,
7.1083123,6.3500000,2.0000000,4.9567393,62.5562663,
2.8953213,6.9528054,9.8172439,8.9682857,107.6842312,
2.8588370,5.1506440,9.2723671,5.4963050,134.3997685,
5.5818265,8.3485437,3.4391973,4.8940775,79.6396150,
9.5407322,0.7110915,1.0112319,4.1813086,62.7512626,
2.2401103,6.0693531,7.0158076,9.8411480,99.1282104,
8.7991262,4.9687801,5.5540402,7.1912403,76.8261254,
3.6002360,8.8432473,6.2372843,6.5465430,97.5951761,
0.7345482,3.0967075,4.5855611,1.3621709,237.9494491,
6.4654181,2.5505090,4.6106195,2.9896914,113.0928004,
0.2206247,3.4855791,0.9248702,6.2575279,121.8894934,
0.7213981,0.5961698,7.4353841,9.7126648,284.8361840,
8.4466462,7.3569698,1.0650321,8.2053048,39.3660611,
5.9990722,1.2577004,6.2703649,3.2661233,136.9128145,
5.7080776,2.0386477,1.6106587,3.4782904,77.6962236,
5.5260428,8.3836181,5.0122767,8.8268841,71.1120107,
8.3676010,9.4820619,5.0177418,7.2228085,68.5154055,
5.9941581,7.7767429,7.9192922,8.8635186,82.9624440,
6.0000000,1.7528366,2.0000000,9.7828405,59.4768513,
2.2328107,1.8276544,6.8214558,8.8875789,127.3994690,
5.7777667,1.7646860,4.2902574,3.3182754,115.2087714,
7.7255314,7.8253339,0.9477839,2.0374591,66.4142958,
7.8442988,4.3563891,8.0459985,1.6755141,142.8342334,
9.6274577,0.7039766,6.0189676,5.5685630,115.3378878,
7.2246415,7.6821781,8.1771127,6.6281365,90.6183862,
0.6273754,8.5153015,8.9923992,9.6983544,136.4039430,
2.9120529,8.0103820,4.2550851,3.6003313,116.6806803,
2.0808602,4.6255854,4.3069701,9.6635391,88.4003842,
3.9604163,9.5732734,0.8872229,2.1323663,77.2949401,
2.6747180,7.6484725,6.6057095,6.0906338,111.8487619,
4.9618821,4.6805072,0.4213231,1.2990083,68.5655956,
3.1243101,6.9847128,8.9094095,3.9684953,141.5231877,
4.4784199,0.2355880,2.3675163,9.3737421,102.9837568,
5.3748532,7.5286703,0.7654621,5.3006968,48.2000367,
4.6961586,5.8616734,3.1421335,7.5995575,69.1493393,
3.1531662,2.0988938,6.4228089,4.0259397,145.4173158,
0.8204300,6.7253980,6.2947391,6.6205245,141.2434007,
5.8284095,9.6672989,3.7994518,7.1947799,68.7731343,
6.3130285,0.5055323,9.9757242,5.7372401,177.5787392,
4.1181961,1.8470595,9.2877792,9.1595385,127.3847710,
5.9179040,4.8502442,6.8630731,4.3412787,111.0654252,
8.2411254,1.0638294,3.4218492,1.8274576,110.5323814,
