W,H,S,E,Z,
3.1062305,5.6701364,1.3356709,3.5942161,79.0522263,
2.8381656,7.9125748,3.0021081,9.2495046,70.8372911,
4.4546068,4.0001755,8.5940819,2.1266368,162.8271264,
4.7251624,4.4841691,8.6335686,2.3732947,154.8774470,
1.7494678,5.8319189,4.9496219,8.0603031,102.5944816,
6.2608503,9.7834898,4.7220991,5.4415815,81.6107070,
1.6521563,0.6130175,0.2413017,1.4557344,78.6389058,
7.2848071,2.7118355,3.1684713,7.0555701,71.6639649,
3.0492016,9.0439256,8.7578817,2.7032689,159.2261437,
9.4127307,0.5766072,4.3715551,5.7765651,104.1532374,
0.5935666,3.6705802,7.3610250,4.4989082,192.7142399,
6.7246689,5.7876916,2.6713342,9.7147643,53.3850832,
4.8685537,6.7456198,2.9077605,4.7750514,79.9043994,
1.6338117,1.8085070,6.2663871,7.8692643,136.8550005,
9.1326449,4.0227336,1.3231694,4.2017754,56.9037403,
8.2217073,0.6197660,7.0832613,3.4274907,137.4820776,
7.1368785,2.3767414,2.0820394,1.0213364,104.2794449,
7.4965948,5.7257943,4.5036121,8.3400195,67.5863620,
9.9236924,9.8050672,4.7842917,4.1642384,79.9876516,
6.1264666,6.7172574,4.3938586,3.3058802,99.3455807,
6.9693123,3.0285182,7.3860431,8.7878594,93.4273687,
2.2406215,1.7412989,5.2685650,5.8053541,134.0062051,
7.6953654,8.6544691,8.2872936,3.9424215,107.7149474,
2.6491125,8.6618631,6.1696455,8.1581150,96.0339142,
8.4816034,2.6314789,6.4423784,3.3332170,115.8858731,
2.3970132,9.0486050,6.1923002,5.6946169,114.7170126,
2.9229646,3.9827444,8.2951323,8.8333189,111.0769377,
6.9529968,1.5857290,7.9204146,4.4720668,131.9801572,
1.5784858,7.3220077,8.9724334,3.2515694,177.9063812,
7.7111319,4.3794571,5.3745880,7.6044269,78.1900987,
3.9208456,1.3216784,0.7275656,2.9726614,70.8808175,
9.3096294,9.4228584,3.4501613,5.7717167,64.0443800,
8.3734206,4.1644237,7.4422375,6.6982163,92.9839761,
5.9933745,8.4757507,6.5871389,3.3733654,112.5292358,
7.9816294,0.3932583,7.3025513,9.5511286,150.3106641,
9.2197494,4.2829801,4.7663469,6.3862900,76.6854994,
6.2115720,4.7674526,6.7905107,1.4325666,148.6027042,
4.5026939,3.0888442,9.4371514,2.0203427,172.5410750,
7.3759678,5.3149684,2.1329862,9.5333823,49.0029838,
1.1258132,9.0912604,0.9716583,7.8096303,70.3912149,
4.8727925,3.0792780,5.2706845,4.6023393,110.0125015,
6.9307166,9.2908634,9.8207137,6.7497295,95.0431536,
0.3503583,6.3500000,2.0000000,1.9284356,206.6451613,
4.5146766,7.1147239,9.3920924,9.7585127,92.0734667,
6.4050629,6.5592137,6.8177357,7.1080896,86.4798473,
9.4107944,8.8503328,9.2436078,2.4917819,123.1644342,
6.5536061,7.4560452,2.4923570,7.9457433,55.9866848,
3.7392876,1.5801512,8.9436650,8.3524387,136.3441786,
0.3258686,0.5912601,0.0799213,3.0298244,69.8883813,
2.5785532,6.2077831,6.6276026,5.5242373,119.6075284,
7.7049507,6.3500000,2.0000000,7.5802053,51.4192798,
7.0715016,8.6325751,5.5001916,2.3972638,113.1033522,
9.4022163,0.5053316,5.5529923,2.4130645,125.8289703,
3.4941657,8.3683864,1.2843612,9.1458810,50.4502896,
1.2601595,9.3156493,8.7340509,4.6882641,159.3781469,
4.5818289,6.0057592,5.3908865,3.1843352,118.2276663,
2.5795930,8.9499900,1.4178661,7.9711807,60.7580456,
2.3682798,3.0656467,4.0559506,3.5076194,130.6984080,
2.3301429,3.2820039,2.6485848,6.3114178,89.5394985,
2.6583407,6.7041946,6.4293720,3.5609022,138.2414527,
3.1834104,7.2994832,4.7151848,6.7256532,91.9583230,
5.9075820,0.8662516,9.4405298,3.6664419,161.9728267,
6.2590630,5.4127799,8.0351841,8.6627566,88.3686948,
8.4797434,4.6473910,5.5607553,1.3420964,128.4572975,
2.7808394,5.4611694,5.5648561,5.9019972,108.9764405,
1.0282768,5.9735452,9.5148690,2.5511374,217.5530714,
2.8473940,1.9303922,7.1676075,1.6758527,189.1754478,
1.9188233,8.2394352,5.3293407,4.7954541,125.0842412,
6.2596393,3.5092293,8.2372267,3.9325592,126.9453048,
1.3397960,8.8718783,4.8776525,2.4559242,171.6857237,
9.9889117,6.2807239,7.9585568,4.1424420,101.1967839,
4.1342117,9.1969843,9.2294231,4.5053673,124.4510117,
8.1199299,9.8524581,5.7053471,7.0148840,73.0036669,
1.3807652,8.8902348,8.4717979,5.9552673,140.8960042,
9.3823187,7.2000713,8.9134580,6.9152786,87.3661164,
0.1859876,8.9963643,8.2855793,5.9772421,203.1496860,
1.1601874,8.2158760,4.1853645,2.9491949,160.2499044,
4.3997495,8.3003769,7.8956276,7.3113635,96.4030666,
1.7385200,6.3500000,2.0000000,4.4129871,99.0441120,
7.5306127,7.6788221,9.3099769,5.6631616,100.2891283,
2.9234255,0.4593995,5.4512207,9.3222353,144.8758107,
1.4690059,1.9029424,0.1740051,8.9898584,36.3815761,
8.7163694,5.5807683,2.4961686,3.2284276,75.6558295,
3.6311511,7.7209423,7.2417902,2.1758227,155.0346607,
1.4089795,7.5249982,3.9287956,7.8641362,100.7838912,
8.4337215,5.2410707,9.7338119,4.3557164,115.1941319,
1.5445011,4.6433936,3.8949911,9.8542717,91.2002303,
7.1627951,6.3500000,2.0000000,3.6692497,70.0753203,
3.2754877,5.2883932,7.2455222,1.2128006,188.1511470,
0.8521917,6.3500000,2.0000000,2.2991235,155.3460836,
9.5426305,8.5494065,1.1308253,2.2769249,63.6202053,
1.6327843,2.3731275,8.4486523,5.4410345,165.7627315,
0.4778494,6.6435443,5.1561543,4.2029422,181.2233195,
9.2862723,8.0592338,7.7219234,1.0009097,145.8434129,
0.9775073,0.6243170,9.4276282,1.6120895,280.9157255,
6.1536532,5.4549047,5.9152848,6.3422281,88.7993616,
9.9540653,1.9822270,6.8780459,9.0107563,91.1040022,
1.2336037,8.2082430,9.2869365,7.9012727,132.0675639,
4.9311117,6.6571808,0.4777763,9.0666532,34.2978884,
7.9343556,3.8629416,1.7945825,2.6144818,76.3898128,
1.2134853,1.7357200,0.3158503,4.8919298,59.7836736,
9.4320306,6.4380705,5.4350004,5.8352729,78.0272123,
0.8231813,6.4716199,6.8108103,6.4687876,145.9077242,
4.9561984,9.9308451,7.3786001,7.1221615,90.8006455,
2.5800730,9.3668153,2.2049028,5.4187514,82.7754742,
5.6430183,3.7218379,2.8955945,2.7118616,97.9313896,
6.0000000,2.2209499,2.0000000,3.2424699,83.9420520,
3.0448733,4.9570438,5.2516289,7.5945400,95.0596362,
2.1034151,7.4113947,6.6185144,2.2190902,173.3023892,
4.1605321,4.0193458,1.8488939,5.2000242,71.4077651,
4.7115346,2.8110045,1.7122889,8.9640481,56.0476138,
8.3340628,2.0096068,7.7083079,4.0127172,123.6282670,
2.6189602,0.9895101,4.6521532,6.9543609,129.9647616,
4.7445732,1.7623610,7.9944993,6.2703602,131.4163673,
3.1347794,1.1200891,6.2788542,9.0118572,128.1243580,
3.5390135,4.8393291,1.6226917,8.8314513,56.3213101,
8.6082982,1.5968768,4.0829907,6.2768074,87.6428059,
6.7713751,8.7656705,2.3467227,8.8515219,51.3273101,
9.6697761,2.4602273,7.6996276,1.3939724,139.0247402,
1.8367813,4.3953623,7.5739464,3.3450670,168.3602392,
7.5808756,3.0954857,6.1283659,7.8408001,87.7661210,
3.6820722,7.0267700,8.8395192,4.3551466,131.0026605,
7.7094396,8.7817809,1.8758991,9.4859612,44.6003633,
4.0978655,8.3825978,9.3526079,2.4000928,157.2131579,
2.0816472,6.6702311,7.7410643,3.4079593,158.1521650,
5.7273767,3.3361212,3.2463236,4.0047569,90.7263009,
0.3755910,6.5070728,7.2226707,2.1767026,259.6793837,
4.0612533,3.2649860,7.2283052,3.1429897,144.6152446,
7.6144554,4.6629576,9.9340671,3.6112953,128.1165143,
3.0649337,3.6151180,1.3841668,6.3572473,65.1554174,
8.1413885,6.5780239,4.6581632,3.6526302,90.7163473,
6.0000000,7.8857090,2.0000000,9.1452969,49.8911108,
5.8570500,1.4689088,5.4642837,6.7414232,108.1356037,
1.0538612,9.9127725,3.5161171,5.2528142,124.4691516,
9.7492798,1.2118099,2.1605271,4.1651753,76.7770255,
6.4295643,8.3950021,3.5496742,9.8312520,57.5008600,
2.5911977,8.7472027,7.1494263,9.8237705,93.2243746,
7.8087561,8.7896011,9.4040022,5.9256413,96.2880232,
8.9849885,1.9198781,7.4320238,8.5859571,98.6536810,
6.9828601,6.6126177,4.1417241,9.3958635,62.1216642,
6.6151690,5.4242089,1.4385682,6.6101451,51.3829865,
7.1155255,2.8934402,2.3007400,5.4358791,69.1875988,
5.2404477,1.2678329,8.7086040,2.1472889,168.9743970,
6.4916499,2.2026038,6.6713056,5.1049725,115.4594090,
6.6044035,6.3500000,2.0000000,2.5665333,81.3262011,
4.7727999,4.1634120,8.7145688,7.3173787,108.9626411,
6.6782887,0.2758057,1.1655549,4.6808681,77.6636204,
3.2002041,8.4164931,5.8463537,6.4286320,99.6453057,
5.5692606,9.0829002,0.6488355,2.3098110,62.3233711,
5.4087109,2.7580527,8.6486649,1.2335578,173.7510877,
0.3884130,8.7103773,1.6753492,9.6862177,101.1134559,
5.0666383,8.7857953,7.2154965,6.7506096,92.5874915,
9.1048494,9.3280272,1.2576205,3.2039180,58.7797372,
4.4611397,1.7738907,5.7695275,6.1559198,116.8259498,
4.0167471,5.6279680,9.8364118,2.3064750,166.8666542,
3.9106766,6.5879237,3.2763954,7.6922199,72.8195807,
7.0532186,7.8911928,7.9899344,9.3331606,78.0835014,
4.3913795,4.1529987,1.0512143,8.1136197,48.0684226,
6.7909148,5.6261219,9.6426872,4.2344384,120.8609896,
4.3338038,6.9824957,5.5587818,4.7526659,103.4757725,
4.3749369,5.3763040,1.7215467,2.2413042,91.8709568,
1.4314919,2.6398446,4.2877377,9.8022316,102.9600397,
9.2706149,2.4186769,9.6340601,6.5428036,113.3326756,
4.9418475,2.0775301,0.5845908,1.6459326,71.6637365,
9.1720806,0.7756022,6.0251841,2.5502333,127.5911118,
1.0877881,1.8554748,5.5667599,7.6704208,141.7262150,
7.1256079,1.2958050,2.7450946,1.8469428,105.9729698,
2.8148748,2.3180715,9.5494405,7.0442813,144.1008639,
5.8137799,8.5068442,6.5885707,6.1671409,89.9867346,
4.7278866,0.8958695,6.4600688,4.1699572,146.6659857,
3.5496871,3.8759325,7.2361946,8.1016749,104.9793142,
3.6408164,3.7251123,7.7289841,9.4412800,101.6530309,
3.9316077,8.9378196,1.1972549,9.0149549,47.8460499,
8.9885309,9.8738659,5.3251738,1.9314130,110.7350719,
5.2386750,9.4338137,6.6306252,4.8705223,101.1566242,
0.6975006,2.9960369,4.9429690,6.0937052,150.6246809,
0.1459134,3.7244768,3.6053797,2.7660603,249.1351798,
0.9157682,2.0168700,6.8941569,3.5384442,202.6549502,
9.8509189,5.0860818,8.8813114,7.5463342,88.9041359,
2.2470191,1.4735018,9.4860819,2.8789856,203.3241615,
1.9665623,2.9060723,4.0125524,6.2683283,110.7400948,
8.3554919,7.2273212,8.9660753,8.3323424,83.4640514,
4.2388865,4.4175569,5.0158442,9.9538792,78.1107179,
6.4050905,2.8928442,5.0816695,5.0578139,99.3745201,
7.0395176,6.3500000,2.0000000,6.9884619,54.4685326,
7.8902847,6.5012119,2.1072548,1.3073074,95.6368401,
0.3490790,8.4259510,8.5928966,3.7538930,223.0741412,
7.2777000,2.3644769,5.8536134,8.5142567,89.2748160,
1.4568740,2.3231570,4.4803064,3.3123652,159.7283074,
0.4498505,7.3412085,0.4868048,7.2310287,77.9508177,
4.5844096,6.1078761,9.7122653,1.7205366,172.4522293,
0.6923197,6.0808375,8.5123520,4.6754780,183.6545049,
5.3422980,1.5494024,2.9999914,6.2707611,86.8346030,
0.8822254,9.5403443,5.1971002,5.1889606,144.7262113,
6.0633906,6.3500000,2.0000000,1.5658175,97.1027836,
9.8556584,3.3529478,7.8478342,7.7108615,91.1052358,
9.7652305,4.4493057,4.0310762,6.1461247,71.3890118,
5.9644393,8.9348256,5.5329954,7.1950808,78.3696940,
4.2503391,5.0122451,3.3295913,2.1238793,117.9149934,
3.0779787,8.2450197,9.9326408,5.3143102,129.7411474,
1.5765238,7.5743562,3.6141694,5.3972606,112.1089059,
9.5806609,7.0241302,2.5359664,3.9028292,68.1539158,
6.8751050,8.5529928,4.5622372,3.6747914,92.2717944,
0.7758487,8.2435026,4.3406121,6.1900856,132.6765244,
1.0305202,0.8026939,6.3753294,3.1058615,222.2786891,
3.5101400,8.6230978,2.1442823,3.7374567,86.8310218,
5.6758781,4.5175336,7.7662301,2.2787866,143.6916993,
7.3707430,2.2323581,5.9492896,8.2860833,91.6322163,
8.9456207,1.3918613,8.2346528,3.3864621,133.5495050,
1.0014567,7.3397805,2.0908005,2.4846145,146.2617156,
9.7473228,8.9640014,7.0275439,1.9412449,119.0834223,
7.1552220,3.8776614,1.0925007,6.7888165,47.0417823,
9.2403145,5.3319064,8.3995920,9.2396069,80.6645090,
5.7750081,0.8134705,0.9210551,2.6520705,74.8180954,
6.8355706,2.2464264,6.7304268,8.9413575,95.7035402,
9.7308986,2.4824942,6.7629537,1.8352304,127.9528585,
0.8095258,4.8420619,4.9181705,6.5554336,135.5537651,
0.7292540,0.4496131,5.7257269,5.9985776,268.6135894,
3.7460914,7.2050217,1.0241522,3.1231987,71.9716430,
8.0652254,7.3581308,8.1752478,1.7747700,136.9868017,
5.3581881,6.3500000,2.0000000,5.7830874,63.4791640,
8.1096786,7.5548582,4.8087516,6.2184519,74.0244094,
7.0720966,7.6464859,6.8972992,7.9029819,79.4498043,
3.7099851,1.8358288,2.1895170,3.5536567,97.6656635,
0.0690744,7.8103770,5.2585923,7.2992304,200.2549826,
1.4253264,8.7778517,9.0940485,2.5317206,197.4127820,
7.3757554,8.3715355,2.0876430,7.8623606,50.9135626,
9.9708607,6.3642139,2.1776177,7.9746092,48.6606458,
4.3153490,1.0172479,1.5546443,1.1194859,110.2369554,
2.4414414,3.0022392,0.1862284,1.7524204,60.9166906,
8.3174832,6.6730600,7.2214818,5.0621350,94.3336514,
4.2187209,2.6906253,7.4908045,4.6248608,133.3440678,
0.2664610,6.2507435,9.8846770,6.0761446,201.8799259,
5.4568894,6.2129753,7.3427248,8.4177795,87.0006600,
8.8647257,9.3704340,7.3769830,4.3045304,95.5322944,
8.6961340,5.4448609,9.5895984,7.2625896,94.5163873,
3.2684537,6.8103775,2.4056265,9.5463599,62.5913272,
6.4240248,2.8534759,3.1737688,1.4598784,115.6849597,
7.7978915,5.0139101,1.8049856,2.2896577,78.7927097,
0.0479581,2.8307743,4.0877677,2.8798999,301.7648377,
8.7491271,2.6790227,6.2682696,3.9969840,108.4564993,
2.5832773,2.4701615,2.1180450,9.2105234,70.7953396,
0.9563459,8.2315884,9.0294052,1.0941142,273.9020933,
6.1440170,0.8410629,1.0198518,7.7912697,56.6122663,
1.0295342,6.0833469,8.1837434,5.8952120,153.1713675,
0.6188053,7.4922610,4.5612961,5.4710336,149.2324227,
5.0099157,7.9778985,6.1979829,2.4614067,129.4659137,
0.0992444,6.4511355,1.8828644,1.7657523,272.8409606,
5.9176565,8.6916950,6.7105728,3.9801602,106.8191833,
0.7954070,2.9539179,6.1125369,3.1916466,198.6866831,
5.5622537,2.3892868,4.6398014,1.6939744,134.5339452,
9.4285342,4.0725812,1.3973041,7.0165695,47.1827095,
2.7066685,3.3108163,5.6351326,2.0985120,163.8779170,
1.9123201,5.1865793,5.5448462,1.5501800,189.6497577,
6.8651592,2.8787393,0.5997033,7.5063322,39.0524553,
7.6231885,8.0258498,5.1464439,3.9156591,91.7734984,
1.8257398,3.5406656,4.2105316,5.7977897,115.4866593,
4.6552865,0.2552454,1.9203842,3.4871101,107.4593738,
2.8836772,3.6705386,0.4544831,2.3869820,67.3988730,
5.0527970,7.7153617,8.7821402,5.1040503,112.7151023,
9.1020174,6.3500000,2.0000000,3.1295410,69.6134221,
2.9406616,0.8864183,7.1195868,3.3321011,177.9044772,
7.3321344,6.9678065,0.5474104,6.2465883,38.0685929,
4.2565083,4.8395398,1.8148220,1.7684410,101.7365611,
2.1288134,3.7543939,1.7328082,6.8873178,75.3607086,
7.3572858,4.1343950,7.9795154,8.9525991,88.5790532,
8.0549000,7.5628223,4.8645816,9.3319226,62.7970318,
7.2722160,3.5868312,6.7614812,2.3341526,129.5797906,
3.6976394,8.7954719,5.3023967,1.4435960,157.3153863,
3.0028579,7.7367123,1.1869543,4.4651695,70.1298460,
5.9933559,2.9379467,5.9707862,9.2738743,86.7667292,
2.6382386,2.8750318,0.8517721,6.0409459,59.6275573,
2.1960245,5.6360147,1.8544829,8.3198929,69.1050764,
6.1028668,6.7381848,9.1961799,4.1200252,120.1821380,
1.8125422,6.3500000,2.0000000,3.8968589,102.7765984,
0.2972020,4.1348012,8.2887700,5.9847579,198.3530348,
7.4362368,4.3709520,7.4515898,1.2815626,148.6434391,
1.6462331,9.3054551,1.3843312,3.7929882,94.7693798,
4.4604571,6.9555041,3.6848736,3.5438420,99.5644831,
4.0974516,6.6322760,4.4708014,2.2213517,128.2162341,
7.1743751,6.7550663,1.3611348,8.3774775,43.9978407,
8.4544623,9.4954436,4.1500820,8.1259769,60.6873366,
5.9496268,7.1439649,4.9498514,9.8306315,67.2591585,
5.7840133,3.6292806,4.9163702,7.0163199,85.9466506,
1.4160768,3.9431177,1.1776437,9.2124656,65.5184655,
7.3614961,7.6157366,3.8606321,5.4247566,74.0591520,
6.1795388,0.0787297,1.0154031,5.9548230,87.9340261,
8.2402053,6.4866266,3.3719305,6.3332017,65.3076752,
9.7963603,6.9144494,5.5744772,1.0281689,128.6291621,
5.2864232,0.7344502,0.4449519,3.3883293,57.6168591,
7.8567764,8.4198756,3.7421236,3.8379882,81.6673465,
5.6113729,6.1963122,2.7424915,5.5297842,71.3004149,
0.3832240,5.9591369,6.2403912,3.6510898,209.4916141,
8.9541010,6.3500000,2.0000000,9.2095748,45.5802974,
5.2174690,9.1828319,6.5704051,2.0748555,136.8547795,
4.8678570,4.9042304,7.6603673,9.9077576,88.3443890,
0.1172193,8.3084880,2.7177723,5.2029203,189.4973799,
3.1199711,8.3610042,9.7178294,3.2900659,153.4784906,
9.5614102,9.6730293,2.8944141,4.6502914,65.2312781,
0.1406957,3.3709838,8.3369330,3.5941711,274.8226704,
6.6263449,2.1537472,2.6809231,7.9988119,68.1153661,
0.1431484,5.8606964,1.7236121,7.7806830,140.5501334,
0.9648908,1.9699931,8.7529886,2.7628641,231.3228740,
0.6214156,9.5421324,7.9964527,2.2852535,235.2578054,
0.1477269,7.6446735,6.2574379,7.0573739,186.9363344,
0.2969491,5.9917263,2.5655559,6.2335034,145.1101281,
5.2404000,0.2677530,3.0665118,9.6891023,107.2823469,
3.6931747,4.5319719,3.8264905,3.5990690,108.8682165,
2.6680236,9.0421766,9.8738900,6.0234576,126.2610531,
8.3114379,3.3379899,3.7827950,1.8088544,108.1220490,
6.0756989,6.5957235,1.9724541,5.6704810,61.3715082,
8.7964466,7.0409670,8.9848078,2.1571936,131.5821760,
2.5519822,4.9783985,7.5388746,6.0519492,123.8837670,
4.2644071,1.0456302,3.6631022,1.4635186,141.8589802,
9.0295707,0.4298862,3.7803693,1.4038369,115.7774119,
8.0337255,7.0967739,4.5149620,4.6329721,81.9264077,
6.9472614,7.9430419,9.8353876,5.8773373,102.5031934,
4.8414794,9.1332123,9.9443112,1.1104957,187.4020823,
6.5408343,5.7951195,2.5488802,6.1144269,64.3416721,
8.2097180,7.3077334,5.6661249,1.6440835,122.8493661,
2.9301657,9.7103683,8.9864463,1.9592532,179.2329302,
3.7083045,1.2053843,5.9923706,1.8991144,167.3785189,
5.7798491,0.7938361,6.4493547,9.4876323,119.8144111,
9.5842734,6.2962533,7.0570016,6.7073026,81.8761440,
8.2140666,1.4583772,9.0544564,3.6832889,139.1519849,
8.5698871,8.9713513,6.6956084,6.3912708,80.0746477,
3.5987902,5.1242835,7.4382564,3.8878882,133.5518239,
5.3604592,4.6797076,4.2920109,4.5371155,94.2311512,
5.5026329,5.7802334,3.6488849,7.0885524,72.1630621,
7.0367800,3.9325843,4.5344812,5.8337464,83.9962789,
1.8908291,8.1560474,3.0193777,7.4255212,87.8885625,
3.0436737,1.0274629,2.2299063,7.6266647,88.3403830,
8.9153946,8.0169151,8.5678754,5.7043593,92.3448038,
9.5873400,6.3500000,2.0000000,1.2500380,89.8330268,
9.9709088,6.7881104,3.8093231,1.3741815,106.3425858,
8.5535173,8.7757026,3.5274076,4.5016887,73.3188859,
5.6049595,8.0060004,4.4458872,3.3537641,100.6701173,
9.7101694,6.1229051,8.5514465,9.2118286,78.2718710,
5.7442741,2.3605539,5.6356193,6.6566677,100.7828317,
5.8246585,6.1861756,4.4473241,1.6264012,126.6498849,
0.4035245,3.5796694,0.8143737,7.6460118,91.9383179,
0.9358628,7.3064491,1.7473245,3.2096179,128.8522083,
3.6379470,2.6667685,7.5941238,5.7669034,129.4398726,
8.3063046,1.6519950,1.1379490,7.6650520,49.7553221,
1.4520317,5.4467389,7.0054549,1.1428496,233.0782858,
8.1523999,1.9230458,4.1262994,8.7880102,77.2775106,
2.0559878,1.5820925,4.9240304,7.9260685,121.4723260,
7.0190568,8.6570814,3.5891227,1.6277133,110.4342539,
8.2606312,4.7581759,9.2585660,2.2011133,138.6287491,
0.7330102,8.5254457,4.3734471,6.1076289,135.3481761,
0.4194374,9.5754595,5.5607911,9.7150965,131.0907328,
5.9935480,2.2357778,2.1757899,8.1685001,62.9898740,
1.6361436,2.7535259,1.5808527,4.0538241,99.3999046,
8.2397461,7.0856586,4.6926928,1.8422283,111.8381610,
5.7969564,3.1226787,3.1460832,9.7719341,64.4002455,
3.7759960,8.1176957,8.5962742,8.6877114,96.0960602,
6.3452014,0.9620015,6.1175490,3.5576324,135.1572201,
8.9599733,7.8798583,0.5900274,7.8460651,33.5145717,
0.0784601,5.2178435,2.4526251,3.7292045,228.8971654,
1.7738024,4.9024129,7.7804542,9.8616664,111.0709111,
2.5323442,4.9760432,4.3912379,4.6621669,113.8800052,
4.7893884,1.6747187,3.1898905,2.8200732,113.2402285,
4.9950935,6.1407081,5.7924831,4.8195239,101.7978475,
7.3677811,9.1235665,6.5508306,1.8945159,127.0477818,
4.9895250,2.3941384,3.5842759,7.4422308,82.3878132,
9.3089614,6.8081892,2.9770867,5.8883191,62.0614031,
5.2442306,4.7729677,1.4790232,3.4645820,71.6894806,
7.2798408,6.3500000,2.0000000,5.6294052,59.0635959,
5.1479188,5.9262528,4.8449057,2.9823649,112.8691045,
9.3532964,7.0394368,0.9088325,1.8070159,65.0116966,
2.5397141,8.5599627,1.3080668,5.4141824,70.3208677,
5.6534763,4.5074291,2.3039697,8.3914145,57.8988397,
8.2970737,4.7954213,2.4594239,7.6344183,55.8358912,
7.6184344,2.5375190,5.8754309,1.4079391,136.3865394,
5.6332626,4.5042890,7.4522085,5.6756195,106.7542226,
1.0497219,5.7111102,5.6039501,7.6515948,123.0670715,
2.2030031,9.8625682,5.9342509,5.6704608,115.5186700,
9.8470201,8.7178322,3.2202841,1.3509991,101.0414435,
4.1627734,8.9908203,4.4724340,7.1374872,80.7209610,
9.2736415,8.1491277,5.5246457,9.9672260,61.2291607,
4.3046057,3.7499664,9.2579726,8.0995538,112.2168125,
1.6903732,3.9988839,0.2215753,1.4765781,73.9968876,
5.0177216,1.9050815,8.7903684,2.9065228,159.1042992,
1.2715878,0.1911175,3.2098859,9.1016232,202.8687143,
3.9959121,6.5956828,7.1096901,9.4077620,87.6332700,
1.5169224,3.9765520,9.7577430,7.8671461,141.2205856,
7.3088473,5.0439252,5.3016170,3.3052888,103.9742976,
0.7109283,8.6964935,7.8180846,6.0762645,157.3884332,
8.1969549,6.8318583,6.8174848,9.6267666,71.3681363,
4.7087746,3.9154898,2.3723209,5.3525646,74.8987243,
7.6409301,2.7014991,3.8347758,6.1023495,80.7535997,
9.3003293,0.3738402,5.4619931,7.4754392,130.6099694,
1.0791027,2.7062294,6.9298656,9.8636722,129.7450889,
5.7839536,3.1202573,0.5141220,6.2256461,41.3729443,
3.8844131,5.1205433,5.7328271,6.1766841,100.2132232,
8.5555676,2.1869619,7.2336779,9.6362960,92.2785991,
4.8270409,2.3216878,7.3584670,4.1875755,135.0410776,
1.8786751,9.1983468,2.1096065,7.2250338,79.4879045,
6.6173911,0.9604061,4.3570410,9.7602666,93.1016853,
2.5124652,7.6108311,8.4714261,2.2662178,176.7321550,
1.0008832,1.0896566,4.5313838,4.4182114,176.6081062,
3.6528729,1.5706372,3.2033362,3.5746777,115.5238980,
6.3153256,1.1374839,6.9406687,3.6478829,139.0084574,
3.2893710,8.8046338,7.4980952,9.3559049,91.1197652,
4.5128735,1.1120499,9.5171476,4.5822206,164.3396331,
7.2935441,7.2530899,3.6431757,7.0740096,65.4880292,
3.9693804,3.5160944,5.6380200,3.5089744,127.3416952,
4.5622761,7.4010202,7.1464542,9.5302464,83.3124298,
9.7486789,6.1426703,3.8008790,7.9986729,59.9076936,
6.3147463,1.6404135,1.1399740,5.8908619,57.9416417,
7.5296637,1.6194967,0.1876955,6.8513075,31.2071780,
3.4502491,6.1552176,3.5734936,4.2304970,99.8385413,
8.3954000,2.3176833,6.0342013,6.1112218,97.9359695,
6.2680939,0.3134064,1.5162541,7.7055044,78.2585299,
5.1395193,3.6012303,3.2454789,3.3233280,98.4453561,
2.8466206,9.5715671,7.8013094,8.2664097,100.3992940,
2.6034625,9.5698823,0.7031068,8.8441277,46.1758547,
2.2741762,9.2045264,3.4160266,4.1580913,110.0903995,
0.6680568,9.6935111,9.7959800,5.2385591,177.9546463,
8.3038209,9.2373519,5.3779419,8.3631595,66.3071980,
6.6654071,0.5566860,7.4863072,3.0399597,160.1900960,
7.0713195,4.6641033,1.6090187,7.1248293,51.5511460,
4.4804724,9.0288337,0.5544583,8.3161289,37.8482367,
7.5360876,8.6754617,2.9974164,7.4546604,58.3998242,
4.7631619,7.4850705,2.4923269,8.5869680,59.2076241,
8.4863809,0.3784974,6.2238910,5.4560688,140.1840424,
6.7616194,6.4931346,9.2552728,1.2650804,162.8265291,
1.4410052,3.9757229,0.6197788,2.4319030,90.5744171,
3.1150288,9.6320393,7.5228203,7.1278965,103.3670309,
5.6040024,2.3238153,0.4849680,2.7762734,56.4403375,
2.9427191,6.3500000,2.0000000,3.7382552,90.2037618,
8.1701650,5.3808278,3.8025891,9.4515670,59.3665959,
5.3097827,1.7350778,6.2119053,9.8992392,99.9211620,
4.0025088,1.6846160,4.5288543,3.3941853,129.4604870,
2.1385258,2.9282052,0.9370994,7.1549411,60.7475777,
0.2583075,3.4175716,1.4546067,8.9408498,112.5264333,
7.5624244,8.0215320,9.3049436,2.2363834,136.3081837,
9.7088058,2.6649227,8.8600412,3.0177877,128.6275199,
7.5163876,5.1425586,3.8440435,7.3898444,67.8296388,
4.8671056,1.2820455,3.6928834,2.7439247,122.8582373,
7.2458160,3.8899591,9.4035334,2.3797267,144.2780381,
1.9944320,6.3500000,2.0000000,5.2178269,88.7658444,
4.3269168,1.3848159,5.9079428,8.3987186,113.5234047,
4.9180213,2.5371918,3.0568267,6.5695618,80.2659045,
7.5383600,6.3500000,2.0000000,2.6542559,77.4772048,
9.8578191,3.8078257,3.1526685,3.9553090,77.3865491,
5.6686921,3.2013899,5.3378417,8.3823413,85.4460878,
7.1935404,6.3500000,2.0000000,1.4667395,93.9148267,
7.4702609,1.6077232,7.3391046,5.4784025,119.8513013,
0.9974422,1.5097136,7.4575428,6.0671249,182.0622103,
3.2188121,6.3500000,2.0000000,5.5143881,75.1161507,
